time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,lumbar_extension
1.108,-0.213550942,0.005711686,-0.074854835,0.33717,0.91265714,-0.0225,0.783047321,-0.028522812,0,-1.254754926,0.157436661,0.342471447,0.091293468,0,-0.386204486,0.448261384,-0.0872665
1.117,-0.213850783,0.00527389,-0.074478201,0.34155,0.91269551,-0.0225,0.7923457,-0.027904237,0,-1.228200379,0.166555068,0.337013683,0.091447055,0,-0.385838432,0.455537847,-0.0872665
1.125,-0.215756947,0.005003272,-0.072487785,0.34546,0.91250518,-0.02267,0.803562582,-0.02765601,0,-1.199415771,0.167987052,0.335051521,0.091938362,0,-0.387569014,0.45800021,-0.0872665
1.133,-0.216844698,0.00468093,-0.070213787,0.34978,0.91231497,-0.02282,0.812444327,-0.027274533,0,-1.168362639,0.168724013,0.331356311,0.092518258,0,-0.388564491,0.460916973,-0.0872665
1.142,-0.217014473,0.002910832,-0.070019202,0.3544,0.91234395,-0.0223,0.817869588,-0.023873755,0,-1.133368077,0.170699328,0.325521908,0.090527201,0,-0.388574735,0.465057032,-0.0872665
1.15,-0.217572724,0.001539866,-0.069196007,0.35897,0.9122986,-0.02178,0.821782474,-0.021716436,0,-1.094926538,0.1724855,0.320433746,0.089023571,0,-0.389120028,0.47036215,-0.0872665
1.158,-0.218150562,0.000447762,-0.067779324,0.36345,0.912155,-0.02141,0.824394955,-0.020163091,0,-1.054570923,0.172519286,0.316289832,0.088087709,0,-0.391420993,0.475712201,-0.0872665
1.167,-0.219010591,-0.000803038,-0.065996629,0.36795,0.91194524,-0.02107,0.826188972,-0.018367085,0,-1.012348529,0.170868038,0.312725505,0.087036445,0,-0.39397035,0.479875018,-0.0872665
1.175,-0.22042426,-0.002879219,-0.065061293,0.37256,0.91161106,-0.02039,0.827319427,-0.014873569,0,-0.967768001,0.168147878,0.309283714,0.084417974,0,-0.39609469,0.48469875,-0.0872665
1.183,-0.222151014,-0.004641469,-0.062183895,0.37719,0.91127814,-0.01992,0.827454324,-0.012991161,0,-0.921706977,0.162600165,0.307181614,0.082599634,0,-0.39988099,0.488221475,-0.0872665
1.192,-0.223067437,-0.007184884,-0.061698823,0.38213,0.91107432,-0.01899,0.824907379,-0.008519132,0,-0.872683923,0.15524891,0.303356699,0.079069212,0,-0.403468492,0.491789981,-0.0872665
1.2,-0.224528438,-0.008562587,-0.057569009,0.38677,0.91060205,-0.01851,0.822746458,-0.007391755,0,-0.823306531,0.149409357,0.301218516,0.077760984,0,-0.407638007,0.49699824,-0.0872665
1.208,-0.225161543,-0.011683628,-0.055839838,0.39208,0.91025326,-0.01732,0.816095032,-0.002229792,0,-0.769932451,0.143651693,0.296564636,0.073460539,0,-0.410936802,0.502578461,-0.0872665
1.217,-0.226013599,-0.014803078,-0.052613274,0.39724,0.90972969,-0.01657,0.80960176,0.001507286,0,-0.717779399,0.137829537,0.293561027,0.069720374,0,-0.41626039,0.506361901,-0.0872665
1.225,-0.226049506,-0.018127296,-0.049973855,0.40261,0.90928799,-0.0155,0.801472205,0.00622293,0,-0.666088358,0.13061301,0.28912927,0.065170522,0,-0.42127148,0.51078787,-0.0872665
1.233,-0.22687303,-0.020758392,-0.044736115,0.40785,0.90862518,-0.01475,0.793619026,0.008687486,0,-0.615158795,0.123554344,0.287008271,0.061999206,0,-0.428359077,0.515923043,-0.0872665
1.242,-0.227223438,-0.024013367,-0.040911852,0.4134,0.90808827,-0.01371,0.783992529,0.012722232,0,-0.563888454,0.113754115,0.283040474,0.057619413,0,-0.433517197,0.520639709,-0.0872665
1.25,-0.224286274,-0.026358411,-0.038688656,0.42049,0.90775311,-0.01303,0.768692221,0.015945365,0,-0.51466419,0.107962333,0.271561538,0.054784205,0,-0.434570863,0.524777699,-0.0872665
1.258,-0.225357125,-0.029735504,-0.034124507,0.42518,0.90717062,-0.01163,0.760301284,0.020230483,0,-0.467974654,0.097400019,0.271892447,0.049656926,0,-0.444426301,0.526467816,-0.0872665
1.267,-0.224806893,-0.032027616,-0.029953839,0.43146,0.90643926,-0.0107,0.749490618,0.022837628,0,-0.426087922,0.093691653,0.267717277,0.046496471,0,-0.452975754,0.530515999,-0.0872665
1.275,-0.223890165,-0.034933025,-0.026396742,0.43759,0.90578943,-0.00952,0.737416665,0.026868074,0,-0.38517436,0.087297275,0.263362968,0.042246967,0,-0.461375621,0.534199044,-0.0872665
1.283,-0.223105875,-0.037322411,-0.021528583,0.44341,0.90507927,-0.00859,0.725333454,0.029511868,0,-0.347541329,0.085156,0.260904126,0.038929583,0,-0.47241492,0.536954725,-0.0872665
1.292,-0.22036426,-0.03934264,-0.019501943,0.45002,0.90447027,-0.00745,0.717545264,0.033581977,0,-0.328021559,0.081803724,0.253020581,0.035596214,0,-0.479758417,0.539380487,-0.0872665
1.3,-0.218538323,-0.04138153,-0.016073629,0.45652,0.90393804,-0.00632,0.70544279,0.037087045,0,-0.302528987,0.079077229,0.247985302,0.032239594,0,-0.489778295,0.54059063,-0.0872665
1.308,-0.216770779,-0.043023833,-0.015160435,0.46315,0.90329064,-0.00512,0.695794243,0.041955056,0,-0.285966628,0.075494948,0.242110057,0.029221646,0,-0.498609798,0.541169306,-0.0872665
1.317,-0.216092297,-0.044187796,-0.017618303,0.46932,0.90285056,-0.0037,0.692855092,0.048123712,0,-0.28470967,0.059611929,0.236597013,0.026365965,0,-0.505194353,0.540294222,-0.0872665
1.325,-0.21372048,-0.045097667,-0.018294208,0.47604,0.90235512,-0.00247,0.686218807,0.052585699,0,-0.284033337,0.054804609,0.229910739,0.023982664,0,-0.514207559,0.539578292,-0.0872665
1.333,-0.210773933,-0.044307071,-0.018422509,0.48294,0.901717,-0.00158,0.679913085,0.054553254,0,-0.288943993,0.053543307,0.222739664,0.02393433,0,-0.523797911,0.538976684,-0.0872665
1.342,-0.207692437,-0.044936586,-0.018159941,0.48999,0.90093866,-0.00034,0.672769725,0.058279313,0,-0.296328818,0.05651068,0.216187524,0.021771376,0,-0.535370594,0.537343199,-0.0872665
1.35,-0.204286404,-0.044557376,-0.01691593,0.49729,0.9001159,0.00067,0.66731203,0.05992327,0,-0.311994346,0.068354161,0.209430799,0.021047233,0,-0.547749148,0.533943153,-0.0872665
1.358,-0.200484259,-0.044201201,-0.01732971,0.50487,0.89964256,0.00169,0.657415484,0.061775192,0,-0.319866715,0.065265187,0.201626633,0.020482734,0,-0.55975788,0.532497496,-0.0872665
1.367,-0.198199577,-0.044142019,-0.018681312,0.51147,0.89905358,0.00278,0.653708526,0.065112803,0,-0.331134528,0.057965143,0.198951267,0.019272929,0,-0.576380857,0.52364567,-0.0872665
1.375,-0.197528269,-0.044072808,-0.021085522,0.51772,0.89886916,0.00397,0.653286859,0.067355058,0,-0.34409911,0.04832175,0.198127147,0.018113515,0,-0.591910024,0.515579992,-0.0872665
1.383,-0.196590817,-0.044267537,-0.023511933,0.52419,0.89886797,0.00547,0.653253532,0.070036997,0,-0.358710098,0.049179302,0.196768736,0.016252,0,-0.607326534,0.50555438,-0.0872665
1.392,-0.19282592,-0.044209341,-0.027087202,0.53176,0.89913377,0.00692,0.649143018,0.073600379,0,-0.373675385,0.059890715,0.189629947,0.01522786,0,-0.619728659,0.494338752,-0.0872665
1.4,-0.188063327,-0.043923021,-0.033602087,0.54014,0.89953833,0.00831,0.643522148,0.078281799,0,-0.390071872,0.07226083,0.179351142,0.015259293,0,-0.631023727,0.480693426,-0.0872665
1.408,-0.186655012,-0.044304907,-0.03678176,0.54699,0.89974629,0.00978,0.642841096,0.081897898,0,-0.406421392,0.080564624,0.178852097,0.013591635,0,-0.650195902,0.462039073,-0.0872665
1.417,-0.1845699,-0.04534097,-0.039669426,0.5541,0.9001539,0.01157,0.639374069,0.086030946,0,-0.419567121,0.090578605,0.178172676,0.010700952,0,-0.67076171,0.441161653,-0.0872665
1.425,-0.181945744,-0.045601145,-0.04328668,0.56152,0.9008275,0.01308,0.634760517,0.088980494,0,-0.433244129,0.101765201,0.177358549,0.009358133,0,-0.691300338,0.419703109,-0.0872665
1.433,-0.1791077,-0.045287247,-0.046591629,0.56881,0.90159921,0.01442,0.629918781,0.090840219,0,-0.447288892,0.11200473,0.178577148,0.009035995,0,-0.714462891,0.398645775,-0.0872665
1.442,-0.176574289,-0.04605123,-0.051153693,0.57608,0.90241432,0.01612,0.624522314,0.094832768,0,-0.459608448,0.121044489,0.181767503,0.007259976,0,-0.740464313,0.375291614,-0.0872665
1.45,-0.174230974,-0.046507097,-0.054150926,0.58335,0.9032051,0.01769,0.617073966,0.097641807,0,-0.467551623,0.130248883,0.187745514,0.006285557,0,-0.770676697,0.343904528,-0.0872665
1.458,-0.1720893,-0.047010602,-0.056354015,0.59055,0.90385374,0.01916,0.609273282,0.10017076,0,-0.474219176,0.1397787,0.195622461,0.005874967,0,-0.802609157,0.297662786,-0.0872665
1.467,-0.170308682,-0.048363099,-0.057857053,0.59767,0.90448631,0.02076,0.600376289,0.103539239,0,-0.477931794,0.148701724,0.206503708,0.003551431,0,-0.837803448,0.261482867,-0.0872665
1.475,-0.168154508,-0.048605824,-0.058558642,0.6049,0.90559593,0.02212,0.587093201,0.104998493,0,-0.474262259,0.154429358,0.217652899,0.002728232,0,-0.871485945,0.207436764,-0.0872665
1.483,-0.165908734,-0.049978228,-0.058349205,0.61212,0.90648929,0.02366,0.573801598,0.107737736,0,-0.470865585,0.163973244,0.230603806,0.000221093,0,-0.90749137,0.153211412,-0.0872665
1.492,-0.164251987,-0.051719696,-0.057594099,0.6191,0.90722042,0.02524,0.561428611,0.110901519,0,-0.467903864,0.173944766,0.246492931,-0.002852671,0,-0.944504866,0.098356759,-0.0872665
1.5,-0.162578602,-0.053806308,-0.056127791,0.62603,0.9079023,0.02686,0.548626371,0.114375241,0,-0.46411146,0.183274331,0.264022903,-0.006840834,0,-0.981917217,0.045057059,-0.0872665
1.508,-0.16083624,-0.055854319,-0.053623188,0.63288,0.90835819,0.02828,0.536613457,0.11737214,0,-0.46204109,0.194385755,0.283084989,-0.011086323,0,-1.020199494,-0.000645134,-0.0872665
1.517,-0.160429955,-0.057998803,-0.051487337,0.63936,0.90892721,0.02968,0.523340313,0.120530812,0,-0.453649126,0.203544922,0.304661357,-0.015636465,0,-1.05683987,-0.043675121,-0.0872665
1.525,-0.159658336,-0.060393177,-0.048613646,0.64581,0.90934146,0.03112,0.511095254,0.123716731,0,-0.447889291,0.213845038,0.327138903,-0.020708776,0,-1.094491249,-0.078753334,-0.0872665
1.533,-0.157940658,-0.063608219,-0.04590814,0.65245,0.90961112,0.03279,0.498379387,0.128249354,0,-0.443643978,0.224809476,0.348474424,-0.027083225,0,-1.131949709,-0.109478011,-0.0872665
1.542,-0.15677654,-0.067100212,-0.043124988,0.6588,0.90980721,0.03432,0.485754155,0.132794245,0,-0.437843072,0.234336497,0.370872461,-0.034255054,0,-1.167235042,-0.13742058,-0.0872665
1.55,-0.155900134,-0.070138073,-0.039051678,0.66504,0.91011414,0.03558,0.473290991,0.136221164,0,-0.431221301,0.241700887,0.394014376,-0.040808668,0,-1.200222322,-0.142361922,-0.0872665
1.558,-0.154686106,-0.074793135,-0.036296681,0.67157,0.91049005,0.03746,0.459751276,0.142511991,0,-0.423374808,0.250522432,0.416124151,-0.05015046,0,-1.230048244,-0.14251873,-0.0872665
1.567,-0.15233818,-0.078808379,-0.032703488,0.67828,0.9110666,0.03907,0.442986582,0.147601966,0,-0.411905831,0.258510967,0.436517865,-0.058565167,0,-1.254554727,-0.132359964,-0.0872665
1.575,-0.151557033,-0.082196238,-0.030496276,0.68444,0.91143246,0.04068,0.430542381,0.152675013,0,-0.404593093,0.263550647,0.460488987,-0.066273011,0,-1.276933519,-0.124115835,-0.0872665
1.583,-0.148790335,-0.086410053,-0.029017376,0.69108,0.91218379,0.04234,0.412684353,0.158791654,0,-0.391793711,0.267105609,0.479567219,-0.074909438,0,-1.293785591,-0.101293518,-0.0872665
1.592,-0.147860073,-0.08918892,-0.027671145,0.69711,0.91281462,0.04368,0.399964407,0.163094829,0,-0.382917417,0.272118694,0.502248308,-0.081329616,0,-1.307709979,-0.090097496,-0.0872665
1.6,-0.143789432,-0.092528473,-0.026151062,0.70413,0.91390537,0.04507,0.379217161,0.168105572,0,-0.366929218,0.276577769,0.517481586,-0.088083631,0,-1.315334154,-0.062088576,-0.0872665
1.608,-0.142133857,-0.094809732,-0.026056702,0.71042,0.91466579,0.04636,0.364418383,0.172123518,0,-0.356871604,0.280314651,0.536160406,-0.093150158,0,-1.319470164,-0.041911363,-0.0872665
1.617,-0.140719604,-0.095655205,-0.026174308,0.71667,0.91546281,0.0473,0.350253988,0.174006736,0,-0.348453026,0.282156901,0.553495616,-0.095873452,0,-1.318352899,-0.018886203,-0.0872665
1.625,-0.138642479,-0.096680562,-0.025784243,0.72312,0.9164181,0.04836,0.334345849,0.176338561,0,-0.338295599,0.283389762,0.568506134,-0.098930377,0,-1.312789113,0.002270068,-0.0872665
1.633,-0.136993384,-0.097315633,-0.025320315,0.72951,0.91733998,0.04912,0.318627783,0.177887897,0,-0.327091087,0.28579252,0.582839929,-0.100643863,0,-1.302651923,0.020273035,-0.0872665
1.642,-0.136047212,-0.098020456,-0.026530807,0.73557,0.91800433,0.05006,0.305949613,0.179968287,0,-0.319888505,0.289544573,0.597965063,-0.102851067,0,-1.29019278,0.035432159,-0.0872665
1.65,-0.135640965,-0.09779894,-0.029325422,0.74136,0.91847819,0.05089,0.295961075,0.181105237,0,-0.316180832,0.292456125,0.612553927,-0.103466909,0,-1.274502375,0.051916528,-0.0872665
1.658,-0.135627505,-0.097090157,-0.032693337,0.74734,0.91885571,0.05141,0.286816815,0.181162791,0,-0.313930575,0.296596136,0.625432384,-0.102899681,0,-1.254738805,0.067452184,-0.0872665
1.667,-0.135382114,-0.096103711,-0.034758718,0.75336,0.9192234,0.05191,0.278338363,0.180806383,0,-0.313504561,0.302526887,0.636750491,-0.102373012,0,-1.231262837,0.07843901,-0.0872665
1.675,-0.13403825,-0.09533378,-0.036499867,0.75955,0.91953736,0.05238,0.270283845,0.180718105,0,-0.316300406,0.30983136,0.645214175,-0.102065352,0,-1.204855317,0.08715842,-0.0872665
1.683,-0.132963787,-0.094578154,-0.03780771,0.76566,0.91978465,0.05289,0.262139039,0.18070205,0,-0.317345921,0.315618018,0.652560989,-0.10190217,0,-1.175053144,0.09843364,-0.0872665
1.692,-0.133467365,-0.094714607,-0.039708189,0.77141,0.91992956,0.0536,0.253475775,0.182039206,0,-0.313095553,0.318053878,0.660825844,-0.103646746,0,-1.142267088,0.114035648,-0.0872665
1.7,-0.135128679,-0.094445282,-0.042973948,0.77674,0.91986439,0.05414,0.248637266,0.182757991,0,-0.313847012,0.320588989,0.670240809,-0.10496071,0,-1.107116778,0.117459407,-0.0872665
1.708,-0.134244029,-0.09367353,-0.04324989,0.78285,0.92002586,0.05434,0.238491483,0.182264542,0,-0.310984882,0.324708503,0.673953623,-0.104325696,0,-1.066807497,0.131597565,-0.0872665
1.717,-0.134067852,-0.093041495,-0.04352325,0.78896,0.92009575,0.05455,0.22985237,0.181856816,0,-0.309454756,0.328919978,0.677740468,-0.104047179,0,-1.024591067,0.137354356,-0.0872665
1.725,-0.132646905,-0.093490988,-0.042223282,0.79555,0.92013133,0.05484,0.215089912,0.182583052,0,-0.298108128,0.332671157,0.678223133,-0.104706702,0,-0.980959259,0.149888313,-0.0872665
1.733,-0.133429179,-0.092871209,-0.044131454,0.80109,0.91986593,0.05507,0.210776384,0.18246022,0,-0.301437945,0.3386964,0.680679232,-0.104652895,0,-0.935442391,0.153166851,-0.0872665
1.742,-0.13410018,-0.092154584,-0.045850439,0.80671,0.91949355,0.05526,0.207078835,0.181998391,0,-0.3069202,0.346252628,0.682302659,-0.104491647,0,-0.888954559,0.157935902,-0.0872665
1.75,-0.134635603,-0.09187861,-0.046636964,0.81255,0.91905913,0.05537,0.202379623,0.181744709,0,-0.311044682,0.352272104,0.683216336,-0.104213431,0,-0.843257687,0.158460284,-0.0872665
1.758,-0.135001507,-0.090786253,-0.046856517,0.81854,0.91865028,0.05507,0.19655842,0.17999051,0,-0.313810097,0.358504454,0.681814141,-0.102427733,0,-0.794960282,0.161354694,-0.0872665
1.767,-0.135312686,-0.089431449,-0.049427948,0.82447,0.91828265,0.05508,0.191764914,0.178413075,0,-0.318986528,0.364858233,0.675582948,-0.102198321,0,-0.737488286,0.172413522,-0.0872665
1.775,-0.13620248,-0.088636205,-0.050760318,0.83035,0.91773755,0.05492,0.187708257,0.177242284,0,-0.323919709,0.371387174,0.673007978,-0.100270209,0,-0.687908619,0.174759984,-0.0872665
1.783,-0.136499391,-0.087449373,-0.052897389,0.83636,0.91721209,0.05461,0.183562989,0.175382518,0,-0.330588075,0.377972746,0.668495328,-0.097640816,0,-0.63811864,0.17527994,-0.0872665
1.792,-0.137012637,-0.086001332,-0.055113311,0.84227,0.9165606,0.05435,0.179780138,0.173288605,0,-0.337170271,0.384425667,0.663477264,-0.094890701,0,-0.588784831,0.177321733,-0.0872665
1.8,-0.138291224,-0.084014798,-0.058760971,0.84788,0.91584937,0.05417,0.17759903,0.170774009,0,-0.344591269,0.390849241,0.659290898,-0.092189272,0,-0.541821036,0.176906567,-0.0872665
1.808,-0.139411522,-0.082407689,-0.063329065,0.85356,0.91513639,0.05407,0.175498922,0.168838203,0,-0.352628815,0.396379809,0.655381764,-0.090271917,0,-0.498707622,0.174765765,-0.0872665
1.817,-0.139527774,-0.080004231,-0.06601292,0.85956,0.9144735,0.05349,0.172429079,0.165163671,0,-0.361471291,0.403134486,0.649720402,-0.085980112,0,-0.457584777,0.173209218,-0.0872665
1.825,-0.139814638,-0.077731082,-0.068794377,0.86563,0.91384756,0.05283,0.168370697,0.161444418,0,-0.368432934,0.410342942,0.644108757,-0.081883094,0,-0.419478184,0.173440905,-0.0872665
1.833,-0.140096049,-0.075651408,-0.07139307,0.87178,0.91318925,0.05221,0.164802353,0.157993899,0,-0.376611643,0.416591689,0.63934444,-0.07790319,0,-0.387065101,0.1743678,-0.0872665
1.842,-0.140450166,-0.073741368,-0.074180282,0.87796,0.91239074,0.05172,0.162615661,0.154881694,0,-0.38673744,0.422265664,0.635221662,-0.074178874,0,-0.361141581,0.177023411,-0.0872665
1.85,-0.140345409,-0.072313327,-0.076133701,0.88429,0.91157517,0.05122,0.159775955,0.152163541,0,-0.397208682,0.428262268,0.631379591,-0.070341547,0,-0.34143609,0.179992722,-0.0872665
1.858,-0.139401672,-0.071418739,-0.07630151,0.89079,0.91078806,0.05063,0.155911682,0.14991717,0,-0.407993103,0.435313738,0.627771428,-0.066143044,0,-0.327395958,0.179247069,-0.0872665
1.867,-0.138522722,-0.070775865,-0.076775043,0.89727,0.9100287,0.0501,0.152358501,0.148095232,0,-0.418979853,0.441765216,0.624559897,-0.062842214,0,-0.318517242,0.176782731,-0.0872665
1.875,-0.137499601,-0.071856499,-0.074731397,0.90405,0.90924443,0.04962,0.146003295,0.148559882,0,-0.425229564,0.442914722,0.622952355,-0.060604957,0,-0.318282767,0.177111443,-0.0872665
1.883,-0.133950055,-0.071376789,-0.071791476,0.91167,0.90859738,0.04874,0.134929907,0.146606166,0,-0.429616439,0.451463762,0.614577963,-0.055886241,0,-0.315976586,0.184964344,-0.0872665
1.892,-0.131420226,-0.072362935,-0.069576029,0.91901,0.90797757,0.04832,0.126522224,0.147072619,0,-0.43661754,0.452217589,0.609400155,-0.054188161,0,-0.322474423,0.183559401,-0.0872665
1.9,-0.128091915,-0.073652556,-0.066566253,0.92668,0.90734797,0.04785,0.11504424,0.147649811,0,-0.440143547,0.456562632,0.604707828,-0.052324454,0,-0.33538958,0.182477147,-0.0872665
1.908,-0.124888121,-0.075558924,-0.063978868,0.93438,0.90673958,0.04753,0.10428254,0.148964955,0,-0.44498319,0.45697616,0.600190755,-0.051670252,0,-0.351487562,0.183368748,-0.0872665
1.917,-0.12188627,-0.076944044,-0.062343484,0.94201,0.90622327,0.04713,0.094289087,0.149396877,0,-0.450731691,0.456089889,0.594281029,-0.050892149,0,-0.365219756,0.181335523,-0.0872665
1.925,-0.119109218,-0.078406184,-0.059115524,0.94968,0.90575426,0.04664,0.08566793,0.150323581,0,-0.458914459,0.455219785,0.587698423,-0.049554778,0,-0.374571928,0.177897265,-0.0872665
1.933,-0.116558645,-0.079613118,-0.054117822,0.95733,0.90542156,0.04589,0.07653426,0.150964909,0,-0.465512907,0.454683176,0.585666212,-0.047407182,0,-0.390179701,0.168506579,-0.0872665
1.942,-0.113670214,-0.080191165,-0.051599919,0.9649,0.90551097,0.0452,0.069319496,0.150862315,0,-0.476057607,0.452860282,0.579962572,-0.045924219,0,-0.398565368,0.166789672,-0.0872665
1.95,-0.113466805,-0.079784843,-0.052887891,0.97165,0.90535076,0.0445,0.07031969,0.149069992,0,-0.495012768,0.445743411,0.580418062,-0.044759757,0,-0.41255442,0.169429065,-0.0872665
1.958,-0.113035835,-0.079209149,-0.055451167,0.97825,0.90535605,0.04379,0.073828375,0.146636385,0,-0.519587724,0.440889636,0.579199954,-0.043833876,0,-0.424166366,0.171501631,-0.0872665
1.967,-0.112009594,-0.077726213,-0.056586353,0.98514,0.90559814,0.04289,0.076135484,0.143420811,0,-0.542757896,0.433598101,0.576219544,-0.04137484,0,-0.435120093,0.171818326,-0.0872665
1.975,-0.109621132,-0.07682772,-0.05742969,0.99263,0.9061813,0.04218,0.074969513,0.141193821,0,-0.562217245,0.421406507,0.570551109,-0.040037986,0,-0.446848285,0.175212341,-0.0872665
1.983,-0.108025308,-0.077085632,-0.058054844,0.99982,0.90661816,0.04169,0.077885362,0.140401074,0,-0.587575952,0.412033574,0.567254388,-0.040237459,0,-0.461971738,0.183313121,-0.0872665
1.992,-0.107360557,-0.077313146,-0.059222247,1.00669,0.90705572,0.0412,0.083624797,0.139808663,0,-0.61527203,0.397315584,0.564484746,-0.040768945,0,-0.475572156,0.18886343,-0.0872665
2,-0.107998166,-0.076085798,-0.061737418,1.0132,0.90766254,0.04042,0.094618075,0.13736361,0,-0.649095799,0.377090836,0.559994046,-0.039845677,0,-0.482223571,0.19266318,-0.0872665
2.008,-0.109867987,-0.074063197,-0.064867665,1.01919,0.90814258,0.03949,0.111792731,0.134068348,0,-0.689611446,0.357441745,0.556638745,-0.037814429,0,-0.487504369,0.196316844,-0.0872665
2.017,-0.110812746,-0.071976411,-0.068741411,1.02524,0.90866732,0.03856,0.129599832,0.13035174,0,-0.73230538,0.333032841,0.551605715,-0.035482481,0,-0.491899815,0.203424169,-0.0872665
2.025,-0.111779938,-0.070521265,-0.072835862,1.0312,0.90922146,0.03777,0.145801415,0.127265971,0,-0.771947213,0.305350083,0.546063239,-0.033722947,0,-0.495183167,0.21204063,-0.0872665
2.033,-0.113452131,-0.068061049,-0.078122179,1.03704,0.9098836,0.03686,0.165489189,0.122790133,0,-0.814226015,0.273230111,0.537971654,-0.031156535,0,-0.491768524,0.219758241,-0.0872665
2.042,-0.116218358,-0.065311771,-0.083890685,1.04256,0.91035135,0.03594,0.188995821,0.117832957,0,-0.859034742,0.23977806,0.530907142,-0.028380827,0,-0.487578302,0.227836455,-0.0872665
2.05,-0.11897006,-0.061864762,-0.089808973,1.04807,0.91081249,0.03483,0.213906564,0.11165141,0,-0.905296722,0.203213611,0.522812844,-0.024497072,0,-0.481712528,0.237933493,-0.0872665
2.058,-0.121677245,-0.059287634,-0.095461613,1.0535,0.91128341,0.03385,0.23978326,0.106780492,0,-0.950910654,0.15991796,0.516138859,-0.021769135,0,-0.479224741,0.246108362,-0.0872665
2.067,-0.124233501,-0.055720137,-0.101149259,1.05874,0.91168382,0.03272,0.26680591,0.100229631,0,-0.995945313,0.117078432,0.509099028,-0.017782733,0,-0.475193394,0.253057483,-0.0872665
2.075,-0.126469054,-0.051028829,-0.107080443,1.0639,0.91188767,0.03146,0.294756226,0.091918749,0,-1.041208936,0.077070664,0.501706436,-0.012392228,0,-0.470264851,0.262008202,-0.0872665
2.083,-0.128754581,-0.046275632,-0.112278014,1.06894,0.91195509,0.0302,0.323273384,0.083561713,0,-1.085745871,0.041340915,0.49500712,-0.006735916,0,-0.46588908,0.270969075,-0.0872665
2.092,-0.131242185,-0.042550992,-0.116611891,1.07372,0.9119587,0.02892,0.352623254,0.076397794,0,-1.128585355,0.003895557,0.490591353,-0.002094888,0,-0.465036514,0.279532211,-0.0872665
2.1,-0.133961247,-0.037539003,-0.120448942,1.07863,0.91184792,0.0274,0.382599137,0.067426376,0,-1.170443475,-0.023165694,0.485395947,0.004312874,0,-0.462010285,0.287878614,-0.0872665
2.108,-0.136855707,-0.03183743,-0.124047531,1.08357,0.91158627,0.02593,0.412766204,0.057633382,0,-1.209896562,-0.03982033,0.480332633,0.011372006,0,-0.458790685,0.295792862,-0.0872665
2.117,-0.137957352,-0.025752238,-0.12706561,1.08884,0.91139802,0.02445,0.439806374,0.046953767,0,-1.245030467,-0.045916668,0.473230137,0.01943636,0,-0.455740367,0.303815142,-0.0872665
2.125,-0.138973005,-0.02001614,-0.129868392,1.09403,0.91131451,0.02288,0.466340987,0.035816897,0,-1.27696938,-0.043440632,0.464851104,0.027412787,0,-0.44916611,0.310999069,-0.0872665
2.133,-0.140180729,-0.013891924,-0.131593343,1.09905,0.91114686,0.02112,0.493433923,0.023604253,0,-1.306615149,-0.034657325,0.458070883,0.036437291,0,-0.444804341,0.319791172,-0.0872665
2.142,-0.141750875,-0.0083221,-0.13121585,1.10388,0.91110842,0.01949,0.520199346,0.012986178,0,-1.331385131,-0.021108139,0.451341427,0.04510525,0,-0.438620156,0.325733652,-0.0872665
2.15,-0.143030018,-0.003872116,-0.130366273,1.10866,0.91114972,0.01802,0.545549572,0.004455771,0,-1.351420979,-0.003163747,0.444915966,0.052641203,0,-0.434006357,0.332608387,-0.0872665
2.158,-0.145193805,-0.001224276,-0.129277229,1.11334,0.91152552,0.01702,0.570187844,-0.000720658,0,-1.365038849,0.007642737,0.437544825,0.057465391,0,-0.425499011,0.336493221,-0.0872665
2.167,-0.146954002,0.002782659,-0.125930984,1.11797,0.9118757,0.01569,0.593254475,-0.008364716,0,-1.375172301,0.023212459,0.430652671,0.064820586,0,-0.418059367,0.341289517,-0.0872665
2.175,-0.14826325,0.005965836,-0.123728512,1.12286,0.91234856,0.01471,0.614556814,-0.014033128,0,-1.380972284,0.038441159,0.422713835,0.070568423,0,-0.410477022,0.345265235,-0.0872665
2.183,-0.149459154,0.007831178,-0.120991367,1.12773,0.912817,0.01395,0.634444976,-0.017227274,0,-1.383120621,0.058211764,0.416403328,0.074843339,0,-0.406170665,0.349138272,-0.0872665
2.192,-0.151546752,0.00846645,-0.116662981,1.13231,0.91324584,0.01341,0.654227785,-0.018234901,0,-1.381470186,0.077312017,0.412625212,0.077683452,0,-0.404615432,0.349904311,-0.0872665
2.2,-0.153766159,0.008405548,-0.112419966,1.13674,0.91368848,0.01314,0.672899794,-0.017894032,0,-1.374634745,0.091932077,0.410250376,0.079016689,0,-0.407278873,0.346843178,-0.0872665
2.208,-0.154789595,0.008608397,-0.108907111,1.14158,0.91415497,0.01279,0.689207611,-0.018364004,0,-1.36325749,0.099755493,0.399024814,0.080950152,0,-0.388787164,0.364690805,-0.0872665
2.217,-0.155077016,0.009186449,-0.10789809,1.14669,0.91456749,0.01262,0.70215553,-0.018530749,0,-1.3515519,0.115593574,0.384027288,0.081810906,0,-0.362531038,0.389126187,-0.0872665
